Id,Neighborhood,Date,Price,NetArea,GrossArea,NumberOfRoom,AgeOfBuilding,LocatedFloor,TotalFloor,Bathroom,Balcony,Furniture,RentIncome
696044858,Goztepe ,28.05.2019,750.00,110.00,130.00,4.00,30.00,3.00,3.00,1.00,1.00,0.00,1.00
693737205,Goztepe ,18.05.2019,750.00,72.00,90.00,3.00,0.00,10.00,13.00,1.00,0.00,0.00,0.00
640897483,Goztepe ,22.05.2019,750.00,100.00,120.00,4.00,28.00,1.00,4.00,1.00,1.00,0.00,1.00
689743978,Goztepe ,1.05.2019,750.00,85.00,105.00,3.00,3.00,4.00,7.00,1.00,0.00,0.00,1.00
694965336,Feneryolu ,23.05.2019,750.00,85.00,120.00,3.00,7.00,11.00,12.00,2.00,1.00,0.00,0.00
642171139,Zuhtupasa ,21.05.2019,750.00,86.00,110.00,3.00,0.00,4.00,8.00,1.00,1.00,0.00,0.00
683527869,Goztepe ,13.05.2019,750.00,99.00,120.00,4.00,30.00,4.00,4.00,1.00,1.00,0.00,1.00
694410152,Goztepe ,21.05.2019,750.00,92.00,120.00,4.00,0.00,6.00,8.00,2.00,0.00,0.00,0.00
681577489,Goztepe ,8.05.2019,750.00,95.00,110.00,3.00,13.00,11.00,12.00,2.00,1.00,0.00,0.00
693055728,Feneryolu ,15.05.2019,750.00,86.00,120.00,3.00,7.00,11.00,12.00,2.00,1.00,0.00,0.00
673479438,Zuhtupasa ,28.05.2019,755.00,90.00,105.00,3.00,0.00,7.00,10.00,2.00,1.00,0.00,0.00
695421053,Zuhtupasa ,25.05.2019,760.00,78.00,107.00,3.00,0.00,3.00,10.00,1.00,1.00,0.00,0.00
631876826,Feneryolu ,13.05.2019,760.00,87.00,120.00,4.00,0.00,6.00,10.00,2.00,0.00,0.00,0.00
696516595,Goztepe ,29.05.2019,765.00,87.00,110.00,3.00,2.00,4.00,10.00,2.00,0.00,0.00,1.00
686037133,Goztepe ,20.05.2019,765.00,88.00,110.00,3.00,2.00,4.00,10.00,2.00,0.00,0.00,1.00
690129230,Goztepe ,3.05.2019,770.00,72.00,95.00,2.00,0.00,10.00,15.00,2.00,0.00,0.00,0.00
692553415,Feneryolu ,13.05.2019,775.00,83.00,110.00,4.00,0.00,2.00,8.00,2.00,0.00,0.00,1.00
692554902,Feneryolu ,13.05.2019,775.00,83.00,110.00,4.00,0.00,2.00,8.00,2.00,0.00,0.00,1.00
614735675,Goztepe ,2.05.2019,775.00,96.00,120.00,3.00,30.00,4.00,4.00,1.00,1.00,0.00,1.00
585126354,Goztepe ,5.07.2018,775.00,100.00,120.00,4.00,0.00,6.00,7.00,1.00,1.00,0.00,0.00
674805239,Fenerbahce ,23.05.2019,775.00,90.00,120.00,4.00,30.00,4.00,4.00,2.00,1.00,0.00,1.00
564409843,Fenerbahce ,11.05.2019,775.00,90.00,110.00,4.00,30.00,0.00,3.00,1.00,0.00,0.00,1.00
616701856,Goztepe ,22.05.2019,775.00,63.00,90.00,3.00,0.00,9.00,10.00,1.00,0.00,0.00,0.00
693277430,Goztepe ,16.05.2019,775.00,70.00,90.00,3.00,0.00,6.00,8.00,1.00,1.00,0.00,0.00
638242948,Feneryolu ,14.05.2019,780.00,90.00,105.00,4.00,3.00,2.00,9.00,2.00,0.00,0.00,1.00
439491782,Feneryolu ,4.05.2019,780.00,75.00,90.00,3.00,0.00,7.00,11.00,1.00,0.00,0.00,1.00
517306644,Feneryolu ,30.05.2019,780.00,90.00,125.00,4.00,7.00,1.00,8.00,1.00,1.00,0.00,1.00
692996407,Feneryolu ,15.05.2019,785.00,85.00,110.00,4.00,0.00,3.00,13.00,1.00,1.00,0.00,0.00
693286623,Feneryolu ,16.05.2019,785.00,84.00,115.00,4.00,0.00,3.00,12.00,1.00,1.00,0.00,0.00
695873533,Goztepe ,27.05.2019,785.00,93.00,125.00,4.00,0.00,5.00,7.00,2.00,0.00,0.00,0.00
692991547,Feneryolu ,15.05.2019,785.00,92.00,125.00,4.00,0.00,1.00,8.00,2.00,0.00,0.00,0.00
692652698,Goztepe ,13.05.2019,785.00,80.00,95.00,3.00,0.00,6.00,8.00,1.00,1.00,0.00,0.00
693739588,Goztepe ,18.05.2019,785.00,93.00,125.00,4.00,0.00,5.00,7.00,2.00,0.00,0.00,0.00
690017312,Goztepe ,2.05.2019,785.00,95.00,125.00,4.00,0.00,5.00,8.00,2.00,0.00,0.00,0.00
634563302,Feneryolu ,14.05.2019,790.00,78.00,108.00,4.00,0.00,3.00,13.00,1.00,1.00,0.00,0.00
670656802,Goztepe ,21.05.2019,790.00,82.00,120.00,3.00,3.00,4.00,13.00,1.00,1.00,0.00,1.00
695851426,Goztepe ,27.05.2019,790.00,75.00,105.00,3.00,2.00,9.00,10.00,1.00,0.00,0.00,1.00
696052558,Goztepe ,28.05.2019,790.00,80.00,110.00,3.00,0.00,12.00,15.00,2.00,0.00,0.00,0.00
690035597,Zuhtupasa ,3.05.2019,790.00,75.00,100.00,3.00,0.00,8.00,10.00,1.00,1.00,0.00,0.00
680499457,Egitim ,9.05.2019,790.00,100.00,125.00,4.00,0.00,6.00,9.00,2.00,1.00,0.00,0.00
671855647,Egitim ,13.05.2019,790.00,95.00,125.00,3.00,3.00,12.00,13.00,2.00,1.00,0.00,1.00
668446032,Zuhtupasa ,10.05.2019,790.00,75.00,100.00,3.00,0.00,8.00,10.00,1.00,1.00,0.00,0.00
680849254,Egitim ,14.05.2019,790.00,100.00,120.00,4.00,13.00,8.00,8.00,1.00,1.00,0.00,1.00
692575272,Feneryolu ,13.05.2019,790.00,75.00,95.00,3.00,0.00,7.00,7.00,2.00,0.00,0.00,0.00
671967866,Goztepe ,8.05.2019,790.00,80.00,110.00,3.00,0.00,12.00,15.00,2.00,0.00,0.00,0.00
610964121,Goztepe ,29.05.2019,790.00,100.00,130.00,4.00,4.00,1.00,6.00,2.00,0.00,0.00,1.00
611814900,Zuhtupasa ,12.05.2019,790.00,75.00,100.00,3.00,0.00,8.00,10.00,1.00,1.00,0.00,0.00
626746912,Goztepe ,1.05.2019,795.00,92.00,120.00,4.00,0.00,1.00,12.00,2.00,0.00,0.00,1.00
690425614,Goztepe ,4.05.2019,795.00,72.00,85.00,3.00,0.00,1.00,12.00,1.00,0.00,0.00,0.00
684371576,Goztepe ,15.04.2019,795.00,90.00,110.00,3.00,0.00,6.00,8.00,1.00,1.00,0.00,0.00
645876356,Goztepe ,16.05.2019,795.00,82.00,92.00,4.00,0.00,1.00,12.00,1.00,1.00,0.00,1.00
695944379,Goztepe ,27.05.2019,795.00,91.00,120.00,4.00,0.00,5.00,7.00,2.00,0.00,0.00,0.00
600672911,Feneryolu ,30.05.2019,795.00,95.00,125.00,4.00,0.00,0.00,8.00,2.00,0.00,1.00,0.00
656953379,Fenerbahce ,7.05.2019,795.00,50.00,65.00,2.00,0.00,1.00,7.00,1.00,0.00,0.00,0.00
691335889,Goztepe ,8.05.2019,795.00,93.00,125.00,3.00,0.00,8.00,9.00,2.00,1.00,0.00,0.00
505587851,Goztepe ,26.05.2019,795.00,85.00,110.00,3.00,0.00,9.00,15.00,2.00,0.00,0.00,0.00
665883345,Goztepe ,29.05.2019,798.00,95.00,120.00,4.00,0.00,2.00,8.00,2.00,0.00,0.00,0.00
692978515,Goztepe ,15.05.2019,800.00,90.00,110.00,3.00,0.00,8.00,10.00,2.00,1.00,0.00,0.00
691557880,Feneryolu ,9.05.2019,800.00,75.00,96.00,3.00,0.00,9.00,10.00,1.00,1.00,0.00,0.00
684037917,Goztepe ,15.04.2019,800.00,78.00,110.00,3.00,0.00,6.00,10.00,1.00,1.00,0.00,1.00
684238701,Goztepe ,16.05.2019,800.00,90.00,120.00,4.00,4.00,5.00,5.00,1.00,1.00,0.00,1.00
670101866,Goztepe ,9.05.2019,800.00,95.00,126.00,3.00,0.00,8.00,9.00,2.00,1.00,0.00,0.00
652374377,Fenerbahce ,27.05.2019,800.00,75.00,100.00,3.00,4.00,0.00,13.00,1.00,1.00,0.00,0.00
686476251,Feneryolu ,21.04.2019,800.00,60.00,90.00,3.00,0.00,4.00,11.00,1.00,0.00,0.00,0.00
662791753,Feneryolu ,20.05.2019,800.00,85.00,110.00,4.00,4.00,9.00,9.00,2.00,1.00,0.00,0.00
629052865,Goztepe ,20.05.2019,800.00,95.00,120.00,4.00,28.00,5.00,12.00,1.00,1.00,0.00,0.00
680107111,Goztepe ,4.05.2019,800.00,90.00,120.00,4.00,0.00,2.00,8.00,2.00,0.00,0.00,0.00
679823066,Goztepe ,3.05.2019,800.00,63.00,85.00,3.00,0.00,5.00,9.00,1.00,0.00,0.00,0.00
525284843,Goztepe ,13.05.2019,800.00,90.00,118.00,4.00,0.00,3.00,7.00,2.00,0.00,0.00,0.00
695488714,Goztepe ,25.05.2019,800.00,90.00,115.00,4.00,0.00,3.00,7.00,2.00,0.00,0.00,0.00
670042669,Zuhtupasa ,11.05.2019,800.00,75.00,105.00,3.00,1.00,2.00,6.00,1.00,1.00,0.00,0.00
672402029,Fenerbahce ,30.05.2019,800.00,110.00,130.00,4.00,28.00,5.00,6.00,1.00,1.00,0.00,1.00
672811719,Goztepe ,15.05.2019,800.00,74.00,100.00,3.00,0.00,7.00,8.00,1.00,1.00,0.00,0.00
617865145,Zuhtupasa ,21.05.2019,810.00,80.00,110.00,3.00,0.00,8.00,10.00,1.00,1.00,0.00,0.00
668459752,Zuhtupasa ,10.05.2019,810.00,80.00,110.00,3.00,0.00,8.00,10.00,1.00,1.00,0.00,0.00
665975199,Feneryolu ,29.05.2019,810.00,95.00,130.00,4.00,3.00,5.00,12.00,2.00,0.00,0.00,1.00
656004632,Zuhtupasa ,10.05.2019,810.00,70.00,100.00,3.00,0.00,3.00,10.00,1.00,1.00,0.00,0.00
652317338,Feneryolu ,13.05.2019,810.00,74.00,97.00,3.00,0.00,2.00,8.00,1.00,1.00,0.00,0.00
688965921,Goztepe ,29.05.2019,815.00,88.00,115.00,4.00,1.00,1.00,13.00,2.00,0.00,0.00,1.00
645902948,Feneryolu ,17.05.2019,820.00,75.00,100.00,3.00,0.00,8.00,11.00,1.00,1.00,0.00,0.00
609448727,Zuhtupasa ,26.05.2019,820.00,90.00,125.00,4.00,7.00,3.00,7.00,1.00,0.00,1.00,1.00
679804858,Feneryolu ,4.05.2019,820.00,76.00,100.00,3.00,1.00,11.00,12.00,1.00,1.00,0.00,0.00
693422267,Goztepe ,17.05.2019,820.00,95.00,120.00,4.00,1.00,2.00,8.00,2.00,0.00,0.00,0.00
693270431,Fenerbahce ,16.05.2019,820.00,80.00,100.00,3.00,0.00,10.00,12.00,1.00,1.00,0.00,0.00
696625662,Egitim ,30.05.2019,820.00,105.00,125.00,4.00,2.00,9.00,12.00,2.00,1.00,0.00,1.00
633537692,Feneryolu ,7.05.2019,825.00,75.00,96.00,3.00,0.00,8.00,11.00,1.00,1.00,0.00,0.00
621242981,Goztepe ,9.05.2019,825.00,90.00,125.00,4.00,0.00,3.00,8.00,2.00,0.00,0.00,0.00
662316723,Zuhtupasa ,21.05.2019,825.00,80.00,100.00,3.00,0.00,10.00,11.00,1.00,0.00,0.00,0.00
657337648,Goztepe ,7.02.2019,825.00,90.00,120.00,4.00,0.00,4.00,7.00,2.00,1.00,0.00,0.00
689077370,Feneryolu ,29.05.2019,825.00,85.00,100.00,3.00,0.00,8.00,10.00,1.00,1.00,0.00,0.00
691628768,Goztepe ,9.05.2019,825.00,65.00,100.00,3.00,1.00,6.00,10.00,1.00,0.00,0.00,0.00
694954594,Goztepe ,23.05.2019,825.00,87.00,125.00,4.00,0.00,2.00,7.00,2.00,0.00,0.00,0.00
686063597,Feneryolu ,21.05.2019,825.00,79.00,105.00,3.00,0.00,10.00,11.00,1.00,1.00,0.00,0.00
692396161,Zuhtupasa ,12.05.2019,825.00,85.00,105.00,3.00,0.00,11.00,11.00,1.00,0.00,0.00,0.00
673941113,Feneryolu ,18.05.2019,825.00,75.00,100.00,3.00,0.00,8.00,10.00,2.00,1.00,0.00,0.00
673939884,Goztepe ,28.05.2019,830.00,100.00,130.00,4.00,1.00,9.00,10.00,2.00,1.00,0.00,0.00
659405319,Goztepe ,12.05.2019,830.00,78.00,101.00,3.00,0.00,4.00,7.00,1.00,0.00,0.00,0.00
695065081,Goztepe ,23.05.2019,830.00,78.00,95.00,3.00,0.00,4.00,7.00,1.00,0.00,0.00,0.00
486082989,Feneryolu ,1.05.2019,830.00,76.00,100.00,3.00,0.00,9.00,11.00,1.00,1.00,0.00,0.00
568536999,Goztepe ,18.05.2019,830.00,90.00,115.00,4.00,1.00,8.00,8.00,2.00,1.00,0.00,0.00
623071415,Feneryolu ,17.05.2019,830.00,85.00,100.00,3.00,4.00,11.00,12.00,2.00,1.00,0.00,1.00
673446211,Feneryolu ,18.05.2019,830.00,76.00,100.00,3.00,1.00,9.00,11.00,1.00,1.00,0.00,0.00
647001262,Goztepe ,24.05.2019,835.00,87.00,110.00,4.00,0.00,4.00,7.00,2.00,1.00,0.00,0.00
680164339,Goztepe ,4.05.2019,835.00,90.00,120.00,4.00,7.00,1.00,8.00,2.00,0.00,0.00,1.00
574403652,Goztepe ,29.05.2019,840.00,80.00,115.00,3.00,0.00,8.00,8.00,1.00,0.00,0.00,0.00
689869356,Goztepe ,2.05.2019,840.00,80.00,100.00,3.00,0.00,8.00,10.00,2.00,0.00,0.00,0.00
427295518,Egitim ,14.05.2019,840.00,90.00,117.00,4.00,0.00,5.00,7.00,1.00,1.00,0.00,0.00
680216927,Goztepe ,5.04.2019,845.00,82.00,104.00,3.00,0.00,4.00,10.00,2.00,1.00,0.00,0.00
694455751,Goztepe ,21.05.2019,845.00,85.00,105.00,3.00,1.00,8.00,8.00,1.00,0.00,0.00,0.00
693267674,Fenerbahce ,16.05.2019,845.00,70.00,90.00,3.00,0.00,3.00,10.00,2.00,0.00,0.00,0.00
689045561,Feneryolu ,29.05.2019,845.00,72.00,93.00,3.00,0.00,9.00,10.00,2.00,1.00,0.00,0.00
609940518,Goztepe ,11.05.2019,845.00,78.00,93.00,3.00,0.00,6.00,10.00,2.00,0.00,0.00,0.00
692952905,Zuhtupasa ,15.05.2019,845.00,90.00,110.00,3.00,4.00,7.00,12.00,2.00,1.00,0.00,1.00
691897561,Goztepe ,10.05.2019,850.00,90.00,123.00,4.00,0.00,5.00,14.00,2.00,1.00,0.00,0.00
621230273,Goztepe ,23.05.2019,850.00,125.00,125.00,4.00,28.00,4.00,4.00,1.00,1.00,0.00,0.00
680245634,Goztepe ,6.05.2019,850.00,90.00,125.00,4.00,0.00,4.00,8.00,2.00,1.00,0.00,0.00
685379079,Feneryolu ,19.05.2019,850.00,80.00,90.00,3.00,0.00,11.00,14.00,1.00,1.00,0.00,0.00
695864325,Hasanpasa ,28.05.2019,850.00,115.00,120.00,4.00,25.00,4.00,5.00,1.00,1.00,0.00,1.00
694453131,Feneryolu ,21.05.2019,850.00,85.00,100.00,3.00,2.00,10.00,11.00,1.00,1.00,0.00,0.00
646629771,Goztepe ,22.05.2019,850.00,75.00,95.00,3.00,0.00,10.00,15.00,2.00,0.00,0.00,0.00
685664176,Goztepe ,19.05.2019,850.00,90.00,115.00,3.00,1.00,4.00,14.00,2.00,0.00,0.00,0.00
677882393,Goztepe ,3.05.2019,850.00,78.00,90.00,3.00,0.00,7.00,8.00,1.00,0.00,0.00,0.00
686053983,Goztepe ,22.05.2019,850.00,82.00,104.00,3.00,0.00,3.00,11.00,2.00,1.00,0.00,0.00
692155146,Goztepe ,11.05.2019,850.00,93.00,125.00,4.00,0.00,5.00,14.00,2.00,0.00,0.00,0.00
556655582,Feneryolu ,20.05.2019,850.00,120.00,120.00,4.00,0.00,0.00,7.00,2.00,1.00,0.00,0.00
677518047,Goztepe ,28.05.2019,850.00,86.00,105.00,4.00,1.00,4.00,8.00,1.00,1.00,0.00,0.00
429347991,Feneryolu ,4.05.2019,850.00,95.00,120.00,3.00,0.00,7.00,10.00,2.00,1.00,0.00,0.00
516229633,Goztepe ,14.10.2018,850.00,76.00,97.00,3.00,0.00,1.00,8.00,1.00,0.00,0.00,0.00
694862244,Goztepe ,22.05.2019,850.00,80.00,100.00,3.00,0.00,6.00,12.00,2.00,0.00,0.00,0.00
677119497,Goztepe ,3.05.2019,850.00,85.00,110.00,3.00,1.00,8.00,8.00,1.00,1.00,0.00,0.00
691559724,Goztepe ,9.05.2019,850.00,90.00,123.00,4.00,0.00,5.00,14.00,2.00,1.00,0.00,0.00
647449804,Goztepe ,15.05.2019,850.00,87.00,102.00,4.00,7.00,6.00,8.00,1.00,1.00,0.00,1.00
693851485,Feneryolu ,18.05.2019,850.00,70.00,100.00,3.00,0.00,9.00,9.00,2.00,1.00,0.00,0.00
553057848,Zuhtupasa ,10.05.2019,860.00,80.00,110.00,3.00,0.00,10.00,10.00,1.00,1.00,0.00,0.00
688206692,Goztepe ,28.05.2019,860.00,100.00,120.00,4.00,0.00,4.00,8.00,2.00,1.00,0.00,0.00
687844322,Goztepe ,27.05.2019,860.00,103.00,130.00,4.00,3.00,4.00,7.00,1.00,0.00,0.00,1.00
668453005,Zuhtupasa ,10.05.2019,860.00,80.00,110.00,3.00,0.00,10.00,10.00,1.00,1.00,0.00,0.00
519890340,Kadikoy,9.05.2019,860.00,60.00,60.00,2.00,0.00,5.00,8.00,1.00,0.00,0.00,0.00
691360171,Goztepe ,8.05.2019,864.00,95.00,120.00,3.00,0.00,8.00,11.00,2.00,1.00,0.00,0.00
689634169,Goztepe ,1.05.2019,865.00,85.00,100.00,3.00,1.00,8.00,12.00,2.00,1.00,0.00,0.00
680479696,Goztepe ,6.05.2019,865.00,85.00,125.00,3.00,1.00,8.00,12.00,2.00,1.00,0.00,0.00
696147659,Goztepe ,28.05.2019,865.00,85.00,110.00,3.00,0.00,8.00,13.00,2.00,1.00,0.00,0.00
657739321,Goztepe ,13.05.2019,865.00,86.00,125.00,3.00,0.00,8.00,14.00,2.00,1.00,0.00,1.00
643742827,Goztepe ,6.05.2019,865.00,95.00,120.00,3.00,1.00,8.00,14.00,2.00,1.00,0.00,1.00
427286974,Egitim ,22.05.2019,870.00,90.00,117.00,4.00,0.00,4.00,7.00,1.00,1.00,0.00,0.00
602117808,Goztepe ,8.05.2019,870.00,94.00,110.00,4.00,0.00,2.00,10.00,2.00,0.00,0.00,0.00
567012083,Egitim ,16.05.2019,870.00,95.00,125.00,4.00,0.00,11.00,13.00,2.00,1.00,0.00,0.00
662756319,Goztepe ,11.05.2019,870.00,85.00,110.00,3.00,0.00,8.00,10.00,2.00,1.00,0.00,0.00
694808731,Goztepe ,22.05.2019,875.00,90.00,110.00,3.00,0.00,2.00,11.00,2.00,0.00,0.00,0.00
694775409,Goztepe ,22.05.2019,875.00,70.00,85.00,3.00,0.00,2.00,11.00,2.00,0.00,0.00,0.00
694566387,Goztepe ,21.05.2019,875.00,103.00,125.00,4.00,0.00,3.00,10.00,2.00,0.00,0.00,0.00
458472040,Goztepe ,27.05.2019,875.00,85.00,99.00,3.00,0.00,7.00,10.00,1.00,1.00,0.00,0.00
696364609,Goztepe ,29.05.2019,875.00,78.00,90.00,3.00,0.00,2.00,10.00,2.00,0.00,0.00,0.00
690492740,Goztepe ,4.05.2019,880.00,95.00,125.00,4.00,0.00,3.00,11.00,2.00,1.00,0.00,0.00
623412337,Goztepe ,30.05.2019,880.00,105.00,125.00,4.00,1.00,5.00,7.00,2.00,1.00,1.00,0.00
662499223,Zuhtupasa ,17.05.2019,880.00,60.00,90.00,3.00,0.00,3.00,12.00,1.00,0.00,0.00,0.00
649163402,Zuhtupasa ,30.05.2019,880.00,80.00,110.00,3.00,30.00,1.00,4.00,1.00,1.00,0.00,0.00
677116922,Goztepe ,3.05.2019,880.00,95.00,115.00,3.00,1.00,8.00,8.00,1.00,1.00,0.00,0.00
665577931,Goztepe ,1.05.2019,885.00,80.00,100.00,3.00,0.00,6.00,12.00,2.00,0.00,0.00,0.00
616856936,Fenerbahce ,27.05.2019,885.00,75.00,85.00,3.00,0.00,3.00,10.00,2.00,0.00,1.00,0.00
670023477,Goztepe ,9.03.2019,890.00,90.00,125.00,4.00,1.00,5.00,13.00,2.00,0.00,0.00,0.00
598046887,Goztepe ,13.05.2019,890.00,80.00,100.00,4.00,0.00,1.00,7.00,1.00,0.00,0.00,0.00
593938539,Fenerbahce ,17.05.2019,890.00,70.00,90.00,3.00,0.00,3.00,12.00,2.00,0.00,0.00,0.00
632510395,Goztepe ,8.05.2019,890.00,90.00,115.00,4.00,0.00,9.00,10.00,2.00,1.00,0.00,0.00
683576726,Feneryolu ,13.05.2019,890.00,100.00,125.00,4.00,0.00,7.00,8.00,2.00,1.00,0.00,0.00
692086267,Goztepe ,11.05.2019,890.00,90.00,115.00,4.00,0.00,9.00,10.00,2.00,1.00,0.00,0.00
665152140,Goztepe ,27.05.2019,895.00,78.00,90.00,4.00,0.00,1.00,7.00,2.00,0.00,0.00,0.00
586362565,Goztepe ,7.05.2019,895.00,78.00,90.00,4.00,0.00,1.00,7.00,2.00,0.00,0.00,0.00
683192492,Goztepe ,12.04.2019,900.00,87.00,125.00,3.00,1.00,8.00,15.00,1.00,0.00,0.00,1.00
692596308,Feneryolu ,13.05.2019,900.00,105.00,115.00,4.00,0.00,6.00,8.00,1.00,0.00,0.00,0.00
690871350,Goztepe ,6.05.2019,900.00,90.00,120.00,4.00,0.00,1.00,10.00,1.00,0.00,0.00,0.00
672439082,Goztepe ,19.05.2019,900.00,85.00,110.00,3.00,0.00,9.00,11.00,1.00,0.00,0.00,0.00
525095454,Goztepe ,9.05.2019,900.00,95.00,125.00,4.00,0.00,7.00,8.00,2.00,0.00,0.00,0.00
692087401,Goztepe ,11.05.2019,900.00,86.00,115.00,4.00,0.00,4.00,7.00,1.00,0.00,0.00,0.00
665517049,Zuhtupasa ,28.05.2019,900.00,110.00,130.00,3.00,7.00,9.00,10.00,1.00,1.00,0.00,1.00
680818538,Goztepe ,7.05.2019,900.00,92.00,118.00,4.00,0.00,1.00,12.00,1.00,0.00,0.00,0.00
694532798,Fenerbahce ,21.05.2019,900.00,100.00,130.00,4.00,0.00,2.00,7.00,2.00,1.00,0.00,0.00
696430619,Goztepe ,29.05.2019,900.00,95.00,120.00,4.00,0.00,8.00,6.00,2.00,0.00,0.00,0.00
649779732,Goztepe ,20.05.2019,900.00,80.00,105.00,3.00,0.00,8.00,10.00,2.00,0.00,0.00,0.00
683194085,Feneryolu ,12.05.2019,910.00,100.00,127.00,4.00,3.00,7.00,10.00,2.00,1.00,0.00,1.00
515064530,Feneryolu ,9.05.2019,920.00,90.00,120.00,4.00,0.00,6.00,12.00,2.00,0.00,0.00,0.00
688064600,Fenerbahce ,26.05.2019,925.00,85.00,115.00,4.00,1.00,1.00,8.00,2.00,0.00,0.00,1.00
685671412,Goztepe ,20.05.2019,930.00,110.00,120.00,4.00,1.00,5.00,12.00,2.00,1.00,1.00,1.00
691859128,Fenerbahce ,10.05.2019,930.00,65.00,85.00,3.00,0.00,3.00,11.00,2.00,0.00,0.00,0.00
681640112,Goztepe ,8.05.2019,935.00,96.00,120.00,4.00,2.00,5.00,9.00,2.00,1.00,0.00,1.00
635230615,Goztepe ,11.05.2019,940.00,85.00,110.00,3.00,0.00,9.00,11.00,2.00,0.00,0.00,0.00
686387404,Goztepe ,22.05.2019,940.00,100.00,125.00,4.00,1.00,9.00,7.00,2.00,1.00,0.00,1.00
686022410,Feneryolu ,22.05.2019,945.00,95.00,122.00,3.00,0.00,9.00,13.00,2.00,1.00,0.00,0.00
682381243,Feneryolu ,16.05.2019,950.00,90.00,120.00,4.00,0.00,6.00,8.00,2.00,0.00,0.00,0.00
674007133,Feneryolu ,18.05.2019,950.00,85.00,121.00,4.00,0.00,10.00,12.00,2.00,0.00,0.00,0.00
